tc,cta,id_art,id_subsubfam,id_subfam,id_famn,id_seccion,id_subagr,id_agr,vta,uni,id_artn,art_sp,fam_sp,fam_en
186800309,55046248,65843,101070640100,1010706401,10107064,101,107,101,13.7,3,65843,TALLARINES 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
623180052,56530543,96943,101070640100,1010706401,10107064,101,107,101,10.82,5,96943,MARAVILLA 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
709902128,24207814,21693,101070640100,1010706401,10107064,101,107,101,11.1,1,21693,MARAVILLA 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
835727569,87294921,69341,101070640100,1010706401,10107064,101,107,101,11.75,3,69341,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
996023983,42374253,26129,101070640100,1010706401,10107064,101,107,101,5.45,5,26129,FIDEOS FINOS 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
253267276,58159441,89687,101070640100,1010706401,10107064,101,107,101,11.85,1,89687,FIDEO CABELLIN 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
430596061,52691939,65060,101070640100,1010706401,10107064,101,107,101,12.23,5,65060,SPAGHETTI N5 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
624746125,83962295,83210,101070640100,1010706401,10107064,101,107,101,0.74,5,83210,TALLARINES 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
511731756,77917314,68690,101070640100,1010706401,10107064,101,107,101,14.42,1,68690,TALLARINES 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
669083827,60275395,67044,101070640100,1010706401,10107064,101,107,101,2.05,2,67044,TALLARINES 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
981036756,53775578,30427,101070640100,1010706401,10107064,101,107,101,9.92,5,30427,MARAVILLA 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
890417104,27747415,79625,101070640100,1010706401,10107064,101,107,101,12.28,10,79625,MARAVILLA 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
877113868,24436720,73866,101070640100,1010706401,10107064,101,107,101,11.76,10,73866,SPAGHETTI N5 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
872766921,47187922,21805,101070640100,1010706401,10107064,101,107,101,9.15,10,21805,FIDEO CABELLIN 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
948175819,65498792,75572,101070640100,1010706401,10107064,101,107,101,4.75,3,75572,FIDEOS FINOS 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
281599838,25612133,88585,101070640100,1010706401,10107064,101,107,101,0.51,10,88585,MACARRONES 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
509468313,70828271,82600,101070640100,1010706401,10107064,101,107,101,9.25,1,82600,FIDEOS FINOS 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
183115587,12392070,22299,101070640100,1010706401,10107064,101,107,101,11.12,2,22299,FIDEO CABELLIN 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
551624943,51023974,13290,101070640100,1010706401,10107064,101,107,101,5.47,1,13290,FIDEOS FINOS 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
103225389,74092101,70629,101070640100,1010706401,10107064,101,107,101,2.67,10,70629,FIDEO CABELLIN 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
304349024,84226652,37118,101070640100,1010706401,10107064,101,107,101,11.53,1,37118,SPAGHETTI N5 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
761459192,15632927,86754,101070640100,1010706401,10107064,101,107,101,5.04,5,86754,MARAVILLA 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
830564439,39137120,56542,101070640100,1010706401,10107064,101,107,101,14.95,5,56542,SPAGHETTI N5 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
961496788,14101566,52426,101070640100,1010706401,10107064,101,107,101,8.63,5,52426,FIDEO CABELLIN 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
730081380,42937838,24200,101070640100,1010706401,10107064,101,107,101,8.99,2,24200,SPAGHETTI N5 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
339643692,84403232,37612,101070640100,1010706401,10107064,101,107,101,6.77,10,37612,FIDEO CABELLIN 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
447644757,19737606,25341,101070640100,1010706401,10107064,101,107,101,2.9,10,25341,FIDEOS FINOS 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
223460268,57467028,86070,101070640100,1010706401,10107064,101,107,101,12.3,2,86070,SPAGHETTI N5 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
382454190,31983528,38726,101070640100,1010706401,10107064,101,107,101,6.06,10,38726,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
674375429,88842193,40428,101070640100,1010706401,10107064,101,107,101,2.68,10,40428,TALLARINES 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
606174440,13792716,89458,101070640100,1010706401,10107064,101,107,101,12.7,5,89458,SPAGHETTI N5 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
569095793,58139940,14809,101070640100,1010706401,10107064,101,107,101,11.91,1,14809,MACARRONES 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
553018804,77270531,75649,101070640100,1010706401,10107064,101,107,101,7.47,5,75649,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
220516296,45049135,92866,101070640100,1010706401,10107064,101,107,101,13.93,5,92866,FIDEO CABELLIN 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
780396514,92800869,97294,101070640100,1010706401,10107064,101,107,101,3.89,5,97294,MACARRONES 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
875481960,96522520,84849,101070640100,1010706401,10107064,101,107,101,1.18,1,84849,MACARRONES 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
413169207,90764162,54265,101070640100,1010706401,10107064,101,107,101,10.65,5,54265,TALLARINES 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
465857993,90567003,52115,101070640100,1010706401,10107064,101,107,101,5.47,1,52115,MACARRONES 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
905634002,42393560,77928,101070640100,1010706401,10107064,101,107,101,2.41,5,77928,SPAGHETTI N5 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
599013455,20973815,90764,101070640100,1010706401,10107064,101,107,101,4.48,5,90764,TALLARINES 1 KG Brand_2,PASTA ALIMENTICIA SE,pasta
214600151,21772881,44229,101070640100,1010706401,10107064,101,107,101,14.88,3,44229,TALLARINES 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
542380305,99848418,75025,101070640100,1010706401,10107064,101,107,101,3.59,3,75025,MARAVILLA 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
317765514,36429299,55114,101070640100,1010706401,10107064,101,107,101,9.82,5,55114,TALLARINES 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
220735698,33633818,54916,101070640100,1010706401,10107064,101,107,101,2.63,10,54916,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
152694689,67655625,69408,101070640100,1010706401,10107064,101,107,101,6.68,5,69408,MACARRONES 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
523001159,76148247,89292,101070640100,1010706401,10107064,101,107,101,6.26,1,89292,MACARRONES 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
386543443,58070501,98118,101070640100,1010706401,10107064,101,107,101,9.61,2,98118,FIDEOS FINOS 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
547951143,40224284,48812,101070640100,1010706401,10107064,101,107,101,14.92,5,48812,FIDEO CABELLIN 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
619964987,28850719,22721,101070640100,1010706401,10107064,101,107,101,14.12,3,22721,FIDEO CABELLIN 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
921985970,97517939,18846,101070640100,1010706401,10107064,101,107,101,10.5,3,18846,FIDEOS FINOS 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
844439322,56312462,71354,101070640100,1010706401,10107064,101,107,101,14.66,10,71354,SPAGHETTI N5 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
685822097,33387639,46950,101070640100,1010706401,10107064,101,107,101,5.21,1,46950,TALLARINES 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
164164649,64959618,81249,101070640100,1010706401,10107064,101,107,101,2.91,5,81249,MARAVILLA 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
666599575,75625301,69574,101070640100,1010706401,10107064,101,107,101,1.12,1,69574,SPAGHETTI N5 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
447385282,49012802,88188,101070640100,1010706401,10107064,101,107,101,7.4,3,88188,TALLARINES 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
195982056,99379954,47433,101070640100,1010706401,10107064,101,107,101,8.5,3,47433,TALLARINES 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
603300926,60499181,72069,101070640100,1010706401,10107064,101,107,101,2.45,5,72069,MARAVILLA 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
962679087,71615407,61326,101070640100,1010706401,10107064,101,107,101,7.61,2,61326,MARAVILLA 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
511452512,15262940,84681,101070640100,1010706401,10107064,101,107,101,10.46,2,84681,FIDEOS FINOS 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
597521282,38199620,10438,101070640100,1010706401,10107064,101,107,101,2.04,3,10438,TALLARINES 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
833488154,95360812,93464,101070640100,1010706401,10107064,101,107,101,5.98,10,93464,FIDEO CABELLIN 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
463853364,23653899,70984,101070640100,1010706401,10107064,101,107,101,6.82,1,70984,FIDEOS FINOS 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
742042885,70981493,47653,101070640100,1010706401,10107064,101,107,101,3.75,1,47653,MARAVILLA 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
518411854,75228125,49068,101070640100,1010706401,10107064,101,107,101,3.94,5,49068,MACARRONES 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
659656408,90202428,89416,101070640100,1010706401,10107064,101,107,101,5.71,5,89416,MARAVILLA 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
302782744,97935094,35917,101070640100,1010706401,10107064,101,107,101,0.92,1,35917,TALLARINES 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
887837639,36430973,32159,101070640100,1010706401,10107064,101,107,101,2.91,5,32159,MARAVILLA 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
111633156,59460326,54648,101070640100,1010706401,10107064,101,107,101,8.75,1,54648,TALLARINES 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
164823548,45850484,79435,101070640100,1010706401,10107064,101,107,101,0.11,10,79435,MARAVILLA 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
356484742,37402378,14943,101070640100,1010706401,10107064,101,107,101,10.4,5,14943,FIDEOS FINOS 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
260844530,54687903,60777,101070640100,1010706401,10107064,101,107,101,9.45,3,60777,SPAGHETTI N5 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
382454190,56939388,24685,101070640100,1010706401,10107064,101,107,101,8.0,5,24685,MARAVILLA 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
488056118,25726809,24279,101070640100,1010706401,10107064,101,107,101,10.67,2,24279,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
836434445,67627232,89685,101070640100,1010706401,10107064,101,107,101,3.32,2,89685,FIDEO CABELLIN 1 KG Brand_2,PASTA ALIMENTICIA SE,pasta
180076720,73948979,35584,101070640100,1010706401,10107064,101,107,101,8.59,1,35584,FIDEOS FINOS 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
635495135,35242818,53474,101070640100,1010706401,10107064,101,107,101,5.46,2,53474,FIDEOS FINOS 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
468985251,70861364,77689,101070640100,1010706401,10107064,101,107,101,10.18,5,77689,FIDEO CABELLIN 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
890966939,92681319,28640,101070640100,1010706401,10107064,101,107,101,14.84,3,28640,FIDEO CABELLIN 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
831112641,54306966,16837,101070640100,1010706401,10107064,101,107,101,6.35,1,16837,TALLARINES 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
673959802,93944585,87573,101070640100,1010706401,10107064,101,107,101,10.71,5,87573,FIDEOS FINOS 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
937542838,52531600,67083,101070640100,1010706401,10107064,101,107,101,3.44,10,67083,MARAVILLA 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
213576985,45329603,52186,101070640100,1010706401,10107064,101,107,101,9.12,3,52186,TALLARINES 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
326283357,95122182,15215,101070640100,1010706401,10107064,101,107,101,6.84,10,15215,MARAVILLA 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
401765893,91273961,33510,101070640100,1010706401,10107064,101,107,101,12.62,5,33510,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
587203039,37256269,85683,101070640100,1010706401,10107064,101,107,101,8.99,5,85683,TALLARINES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
799015386,62089783,82651,101070640100,1010706401,10107064,101,107,101,14.19,2,82651,TALLARINES 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
164213832,43451443,89920,101070640100,1010706401,10107064,101,107,101,12.68,5,89920,TALLARINES 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
539127972,52025580,74503,101070640100,1010706401,10107064,101,107,101,3.07,3,74503,FIDEOS FINOS 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
259697356,35651116,99086,101070640100,1010706401,10107064,101,107,101,14.18,3,99086,MARAVILLA 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
369648853,42332218,75105,101070640100,1010706401,10107064,101,107,101,10.82,2,75105,FIDEO CABELLIN 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
951650980,56222284,23042,101070640100,1010706401,10107064,101,107,101,3.14,1,23042,FIDEO CABELLIN 1 KG Brand_2,PASTA ALIMENTICIA SE,pasta
260151708,49165650,17721,101070640100,1010706401,10107064,101,107,101,14.46,5,17721,FIDEO CABELLIN 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
343958355,16601661,55459,101070640100,1010706401,10107064,101,107,101,1.32,1,55459,FIDEO CABELLIN 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
112600155,97695518,31046,101070640100,1010706401,10107064,101,107,101,2.08,5,31046,MARAVILLA 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
547800418,31890637,11291,101070640100,1010706401,10107064,101,107,101,12.05,3,11291,FIDEOS FINOS 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
990599219,14610381,21008,101070640100,1010706401,10107064,101,107,101,2.2,2,21008,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
639674279,15478143,66550,101070640100,1010706401,10107064,101,107,101,12.06,5,66550,SPAGHETTI N5 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
154899528,98185496,15628,101070640100,1010706401,10107064,101,107,101,5.76,2,15628,MACARRONES 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
543889542,11756523,90992,101070640100,1010706401,10107064,101,107,101,2.47,2,90992,MARAVILLA 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
337519281,76181728,85297,101070640100,1010706401,10107064,101,107,101,1.76,3,85297,MACARRONES 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
382454190,35807037,16662,101070640100,1010706401,10107064,101,107,101,2.32,3,16662,TALLARINES 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
864684574,82337203,65544,101070640100,1010706401,10107064,101,107,101,7.91,5,65544,FIDEO CABELLIN 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
212131927,91592449,72305,101070640100,1010706401,10107064,101,107,101,10.86,3,72305,FIDEOS FINOS 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
841645966,49508202,56747,101070640100,1010706401,10107064,101,107,101,2.13,3,56747,FIDEOS FINOS 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
239840332,38340116,58132,101070640100,1010706401,10107064,101,107,101,12.5,10,58132,TALLARINES 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
654508282,65139208,31745,101070640100,1010706401,10107064,101,107,101,6.23,1,31745,MARAVILLA 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
604235710,28976663,98273,101070640100,1010706401,10107064,101,107,101,10.67,1,98273,FIDEO CABELLIN 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
592789101,60205832,42374,101070640100,1010706401,10107064,101,107,101,3.67,1,42374,FIDEOS FINOS 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
178552028,16417491,23405,101070640100,1010706401,10107064,101,107,101,10.09,10,23405,SPAGHETTI N5 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
939434181,81927271,21297,101070640100,1010706401,10107064,101,107,101,12.7,2,21297,MARAVILLA 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
149352997,69698271,86356,101070640100,1010706401,10107064,101,107,101,11.21,2,86356,FIDEOS FINOS 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
415495078,44273519,74554,101070640100,1010706401,10107064,101,107,101,4.62,1,74554,MACARRONES 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
507204690,45393633,69609,101070640100,1010706401,10107064,101,107,101,5.17,5,69609,MACARRONES 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
589714377,79502073,33000,101070640100,1010706401,10107064,101,107,101,4.89,2,33000,SPAGHETTI N5 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
400322549,13318758,39155,101070640100,1010706401,10107064,101,107,101,3.16,1,39155,FIDEOS FINOS 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
176025459,52798674,53321,101070640100,1010706401,10107064,101,107,101,1.78,5,53321,SPAGHETTI N5 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
842559630,67386689,78802,101070640100,1010706401,10107064,101,107,101,4.98,5,78802,MARAVILLA 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
651716774,56594605,90037,101070640100,1010706401,10107064,101,107,101,7.16,10,90037,MARAVILLA 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
215938962,41753194,76953,101070640100,1010706401,10107064,101,107,101,4.73,1,76953,TALLARINES 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
153508132,54893207,62588,101070640100,1010706401,10107064,101,107,101,9.04,3,62588,FIDEO CABELLIN 1 KG Brand_3,PASTA ALIMENTICIA SE,pasta
398865093,74860286,49170,101070640100,1010706401,10107064,101,107,101,13.18,10,49170,SPAGHETTI N5 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
177725309,64342776,11813,101070640100,1010706401,10107064,101,107,101,14.56,5,11813,SPAGHETTI N5 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
109588122,27212856,85510,101070640100,1010706401,10107064,101,107,101,5.89,5,85510,TALLARINES 1 KG Brand_2,PASTA ALIMENTICIA SE,pasta
866780176,70429241,63392,101070640100,1010706401,10107064,101,107,101,10.5,10,63392,SPAGHETTI N5 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
379251663,47158856,28683,101070640100,1010706401,10107064,101,107,101,1.54,3,28683,MARAVILLA 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
147413503,86877965,50894,101070640100,1010706401,10107064,101,107,101,12.58,1,50894,MARAVILLA 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
419758966,23919649,44130,101070640100,1010706401,10107064,101,107,101,7.09,1,44130,MACARRONES 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
297458606,34321824,64689,101070640100,1010706401,10107064,101,107,101,3.83,2,64689,MARAVILLA 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
462049975,73569853,89383,101070640100,1010706401,10107064,101,107,101,13.75,1,89383,SPAGHETTI N5 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
324506457,91843492,96156,101070640100,1010706401,10107064,101,107,101,6.9,3,96156,MACARRONES 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
553433461,86105684,21641,101070640100,1010706401,10107064,101,107,101,3.45,10,21641,SPAGHETTI N5 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
247489740,62513979,94983,101070640100,1010706401,10107064,101,107,101,3.73,10,94983,SPAGHETTI N5 1 KG Brand_2,PASTA ALIMENTICIA SE,pasta
746986216,17216691,76345,101070640100,1010706401,10107064,101,107,101,10.15,2,76345,TALLARINES 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
733402458,49696549,13965,101070640100,1010706401,10107064,101,107,101,0.79,3,13965,MARAVILLA 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
583335591,94887440,60192,101070640100,1010706401,10107064,101,107,101,9.28,5,60192,FIDEO CABELLIN 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
840212447,72250981,52513,101070640100,1010706401,10107064,101,107,101,6.44,10,52513,TALLARINES 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
514329940,46144581,88807,101070640100,1010706401,10107064,101,107,101,5.99,3,88807,MACARRONES 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
654158829,36513290,15168,101070640100,1010706401,10107064,101,107,101,10.74,2,15168,SPAGHETTI N5 500 G Brand_1,PASTA ALIMENTICIA SE,pasta
799231014,30228716,75584,101070640100,1010706401,10107064,101,107,101,4.2,10,75584,FIDEOS FINOS 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
673741381,93594051,52654,101070640100,1010706401,10107064,101,107,101,4.39,5,52654,FIDEOS FINOS 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
731086310,96155740,64443,101070640100,1010706401,10107064,101,107,101,2.25,2,64443,MACARRONES 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
270563340,89597486,98819,101070640100,1010706401,10107064,101,107,101,13.68,2,98819,FIDEO CABELLIN 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
832319503,78969606,58929,101070640100,1010706401,10107064,101,107,101,7.94,5,58929,FIDEO CABELLIN 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
326346564,10091276,96998,101070640100,1010706401,10107064,101,107,101,3.91,10,96998,FIDEOS FINOS 1 KG Brand_2,PASTA ALIMENTICIA SE,pasta
207303739,65638404,18678,101070640100,1010706401,10107064,101,107,101,4.0,10,18678,SPAGHETTI N5 250 G Brand_1,PASTA ALIMENTICIA SE,pasta
700948242,74707716,62671,101070640100,1010706401,10107064,101,107,101,3.8,10,62671,MACARRONES 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
374888878,98519547,78968,101070640100,1010706401,10107064,101,107,101,8.19,5,78968,FIDEO CABELLIN 250 G Brand_2,PASTA ALIMENTICIA SE,pasta
444819460,34450596,73352,101070640100,1010706401,10107064,101,107,101,1.19,10,73352,TALLARINES 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
593575349,17460358,29380,101070640100,1010706401,10107064,101,107,101,0.9,1,29380,MARAVILLA 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
637680893,75173295,74250,101070640100,1010706401,10107064,101,107,101,2.06,2,74250,SPAGHETTI N5 1 KG Brand_1,PASTA ALIMENTICIA SE,pasta
889359707,25126921,62305,101070640100,1010706401,10107064,101,107,101,2.72,1,62305,TALLARINES 500 G Brand_2,PASTA ALIMENTICIA SE,pasta
405204403,40769275,31788,101070640100,1010706401,10107064,101,107,101,6.38,10,31788,MACARRONES 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
278136248,33264447,14352,101070640100,1010706401,10107064,101,107,101,10.44,3,14352,FIDEOS FINOS 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
781380503,74255449,69477,101070640100,1010706401,10107064,101,107,101,9.15,10,69477,FIDEOS FINOS 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
558929047,86709092,18049,101070640100,1010706401,10107064,101,107,101,13.57,3,18049,SPAGHETTI N5 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
437286565,85400697,10446,101070640100,1010706401,10107064,101,107,101,4.6,1,10446,SPAGHETTI N5 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
199176350,20763345,39772,101070640100,1010706401,10107064,101,107,101,8.79,1,39772,SPAGHETTI N5 250 G Store_Brand,PASTA ALIMENTICIA SE,pasta
491966122,12326905,32202,101070640100,1010706401,10107064,101,107,101,7.06,3,32202,MARAVILLA 500 G Brand_3,PASTA ALIMENTICIA SE,pasta
866493421,69013703,53912,101070640100,1010706401,10107064,101,107,101,11.86,10,53912,FIDEO CABELLIN 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
847230962,28334242,20917,101070640100,1010706401,10107064,101,107,101,1.77,3,20917,FIDEO CABELLIN 500 G Store_Brand,PASTA ALIMENTICIA SE,pasta
950668636,53640180,90033,101070640100,1010706401,10107064,101,107,101,7.87,3,90033,MACARRONES 250 G Brand_3,PASTA ALIMENTICIA SE,pasta
887200304,37479976,39185,101070640100,1010706401,10107064,101,107,101,14.08,5,39185,FIDEOS FINOS 1 KG Store_Brand,PASTA ALIMENTICIA SE,pasta
